Virus name	Accession ID	Collection date	Location	travel	excluded	followed up	baseline surveillance
hCoV-19/Belgium/ULG-12917/2021	EPI_ISL_1241728	2021-03-01	Europe / Belgium / Liège	Cameroon		TRUE	TRUE
hCoV-19/England/CAMC-1382B1E/2021	EPI_ISL_1242199	2021-03-01	Europe / United Kingdom / England			TRUE	
hCoV-19/England/CAMC-13B04C1/2021	EPI_ISL_1275749	2021-03-09	Europe / United Kingdom / England			TRUE	
hCoV-19/England/CAMC-139A928/2021	EPI_ISL_1275972	2021-03-04	Europe / United Kingdom / England			TRUE	
hCoV-19/England/CAMC-139AFAE/2021	EPI_ISL_1276088	2021-03-04	Europe / United Kingdom / England			TRUE	
hCoV-19/Germany/RP-RKI-I-037987/2021	EPI_ISL_1284252	2021-03-09	Europe / Germany / Rhineland-Palatinate				
hCoV-19/England/CAMC-13AFBFD/2021	EPI_ISL_1316127	2021-03-06	Europe / United Kingdom / England			TRUE	
hCoV-19/England/CAMC-13D4360/2021	EPI_ISL_1327538	2021-03-12	Europe / United Kingdom / England			TRUE	
hCoV-19/England/CAMC-13B8441/2021	EPI_ISL_1329214	2021-03-10	Europe / United Kingdom / England			TRUE	
hCoV-19/England/CAMC-13B749D/2021	EPI_ISL_1329219	2021-03-08	Europe / United Kingdom / England			TRUE	
hCoV-19/England/CAMC-13B8423/2021	EPI_ISL_1329268	2021-03-10	Europe / United Kingdom / England			TRUE	
hCoV-19/Switzerland/GE-33576177/2021	EPI_ISL_1369646	2021-03-16	Europe / Switzerland / Geneva	Cameroon		TRUE	
hCoV-19/Belgium/rega-5050/2021	EPI_ISL_1382294	2021-03-14	Europe / Belgium / Sint-Joost-ten-Node	Cameroon		TRUE	TRUE
hCoV-19/Lithuania/MR-LUHS-3-60/2021	EPI_ISL_1404880	2021-03-15	Europe / Lithuania / Vilniaus apskritis				
hCoV-19/France/ARA-210013001901/2021	EPI_ISL_1406653	2021-02-26	Europe / France / Auvergne-Rhone-Alpes / Issoire	Cameroon		TRUE	
hCoV-19/France/PDL-IPP07069/2021	EPI_ISL_1495980	2021-03-18	Europe / France / Pays de la Loire / La Roche-sur-Yon	Cameroon		TRUE	
hCoV-19/Belgium/UZA-UA-24912930/2021	EPI_ISL_1498300	2021-03-15	Europe / Belgium / Neder-Over-Heembeek	Cameroon	TRUE	TRUE	TRUE
hCoV-19/Lithuania/LSMULKKGMMK10C167/2021	EPI_ISL_1540680	2021-03-15	Europe / Lithuania / Vilnius				
hCoV-19/Lithuania/LSMULKKGMMK10C170/2021	EPI_ISL_1540683	2021-03-15	Europe / Lithuania / Vilnius				
hCoV-19/Germany/NI-RKI-I-059759/2021	EPI_ISL_1565237	2021-03-22	Europe / Germany / Lower Saxony				
hCoV-19/Germany/BY-RKI-I-060971/2021	EPI_ISL_1566470	2021-03-25	Europe / Germany / Bavaria				
hCoV-19/Germany/BY-RKI-I-061070/2021	EPI_ISL_1566566	2021-03-26	Europe / Germany / Bavaria				
hCoV-19/Germany/BY-RKI-I-063055/2021	EPI_ISL_1568272	2021-03-31	Europe / Germany / Bavaria				
hCoV-19/Germany/un-RKI-I-066248/2021	EPI_ISL_1571290	2021-03-29	Europe / Germany				
hCoV-19/USA/MD-MDH-1661/2021	EPI_ISL_1576771	2021-03-30	North America / USA / Maryland				
hCoV-19/Lithuania/MR-LUHS-5-8/2021	EPI_ISL_1576950	2021-03-26	Europe / Lithuania / Taurages	France		TRUE	
hCoV-19/Lithuania/LTU000_NMVRI55624/2021	EPI_ISL_1579527	2021-03-21	Europe / Lithuania / Vilniaus apskritis				
hCoV-19/Lithuania/LTU000_NMVRI56199/2021	EPI_ISL_1579571	2021-03-21	Europe / Lithuania / Vilniaus apskritis				
hCoV-19/Lithuania/LTU000_NMVRI54583/2021	EPI_ISL_1579607	2021-03-18	Europe / Lithuania / Vilniaus apskritis				
hCoV-19/Lithuania/LTU000_MB20223/2021	EPI_ISL_1579691	2021-03-16	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/LTU000_NMVRI53742/2021	EPI_ISL_1579784	2021-03-16	Europe / Lithuania / Vilniaus apskritis				
hCoV-19/Lithuania/LTU000_NMVRI56871/2021	EPI_ISL_1579903	2021-03-22	Europe / Lithuania / Vilniaus apskritis				
hCoV-19/France/IDF-IPP08046/2021	EPI_ISL_1582678	2021-03-29	Europe / France / Ile-de-France / Pontoise				
hCoV-19/Spain/CT-HUGTiPM010MZ7G7/2021	EPI_ISL_1583618	2021-03-30	Europe / Spain / Catalunya / Vilassar De Mar			TRUE	
hCoV-19/Lithuania/S21D420/2021	EPI_ISL_1585832	2021-04-04	Europe / Lithuania / Utena				
hCoV-19/Lithuania/S21D421/2021	EPI_ISL_1585833	2021-04-05	Europe / Lithuania / Utena				
hCoV-19/Belgium/Aalst-OLVZ-8042639/2021	EPI_ISL_1620228	2021-03-28	Europe / Belgium			TRUE	TRUE
hCoV-19/France/ARA-HCL021061596501/2021	EPI_ISL_1623167	2021-03-29	Europe / France / Auvergne-Rhone-Alpes / Cluses				
hCoV-19/France/ARA-HCL021061598501/2021	EPI_ISL_1623586	2021-03-29	Europe / France / Auvergne-Rhone-Alpes / Cluses		TRUE		
hCoV-19/USA/WV-WVU-WV064773/2021	EPI_ISL_1624880	2021-04-06	North America / USA / West Virginia				
hCoV-19/England/PORT-1E7B48B/2021	EPI_ISL_1638013	2021-03-22	Europe / United Kingdom / England				
hCoV-19/Germany/un-RKI-I-078686/2021	EPI_ISL_1643902	2021-04-02	Europe / Germany				
hCoV-19/Germany/un-RKI-I-078700/2021	EPI_ISL_1643915	2021-04-01	Europe / Germany				
hCoV-19/Lithuania/LTU000_MB22164/2021	EPI_ISL_1656854	2021-03-24	Europe / Lithuania / Utenos				
hCoV-19/Lithuania/LTU000_MB22770/2021	EPI_ISL_1656882	2021-03-27	Europe / Lithuania / Utenos				
hCoV-19/Lithuania/S21D552/2021	EPI_ISL_1661639	2021-04-01	Europe / Lithuania / Vilnius				
hCoV-19/Lithuania/S21D576/2021	EPI_ISL_1661662	2021-04-04	Europe / Lithuania / Utena				
hCoV-19/Lithuania/S21D612/2021	EPI_ISL_1661694	2021-03-30	Europe / Lithuania / Vilnius				
hCoV-19/Lithuania/S21D624/2021	EPI_ISL_1661705	2021-03-31	Europe / Lithuania / Vilnius				
hCoV-19/Lithuania/S21D636/2021	EPI_ISL_1661716	2021-03-30	Europe / Lithuania / Utena				
hCoV-19/Lithuania/S21D648/2021	EPI_ISL_1661727	2021-04-01	Europe / Lithuania / Vilnius				
hCoV-19/Lithuania/S21D660/2021	EPI_ISL_1661738	2021-04-02	Europe / Lithuania / Vilnius				
hCoV-19/Lithuania/S21D672/2021	EPI_ISL_1661747	2021-04-09	Europe / Lithuania / Vilnius				
hCoV-19/France/HDF-P326-21134M0692/2021	EPI_ISL_1671822	2021-03-31	Europe / France / Hauts-de-France	Cameroon		TRUE	
hCoV-19/Equatorial_Guinea/91946/2021	EPI_ISL_1673323	2021-02-06	Africa / Equatorial Guinea	Cameroon		TRUE	
hCoV-19/France/NOR-IPP08805/2021	EPI_ISL_1675013	2021-03-30	Europe / France / Normandie / Le Havre				
hCoV-19/France/NOR-IPP08842/2021	EPI_ISL_1675021	2021-04-06	Europe / France / Normandie / Le Havre				
hCoV-19/France/IDF-IPP08954/2021	EPI_ISL_1675082	2021-04-07	Europe / France / Ile-de-France / Pontoise				
hCoV-19/France/IDF-IPP08956/2021	EPI_ISL_1675084	2021-04-07	Europe / France / Ile-de-France / Pontoise				
hCoV-19/Czech_Republic/183304/2021	EPI_ISL_1675656	2021-03-25	Europe / Czech Republic / Olomouc Region	Mali		TRUE	
hCoV-19/Belgium/UGent-4359/2021	EPI_ISL_1688635	2021-03-23	Europe / Belgium / Ghent				TRUE
hCoV-19/Belgium/UGent-4369/2021	EPI_ISL_1688660	2021-03-23	Europe / Belgium / Ghent				TRUE
hCoV-19/France/IDF-IPP09413/2021	EPI_ISL_1700651	2021-04-12	Europe / France / Ile de France / Pontoise			TRUE	
hCoV-19/England/ALDP-1513943/2021	EPI_ISL_1718408	2021-04-16	Europe / United Kingdom / England				
hCoV-19/USA/MN-CDC-IBX268520828935/2021	EPI_ISL_1733152	2021-04-09	North America / USA / Minnesota				
hCoV-19/Switzerland/BL-ETHZ-581525/2021	EPI_ISL_1750667	2021-04-14	Europe / Switzerland / Basel-Landschaft				
hCoV-19/France/IDF-HMN-21032310544/2021	EPI_ISL_1755103	2021-03-30	Europe / France / Ile-de-France				
hCoV-19/France/IDF-HMN-21042160347/2021	EPI_ISL_1756607	2021-04-13	Europe / France / Ile-de-France				
hCoV-19/Lithuania/S21D1141/2021	EPI_ISL_1756769	2021-04-07	Europe / Lithuania / Vilnius				
hCoV-19/Lithuania/S21D913/2021	EPI_ISL_1756904	2021-04-12	Europe / Lithuania / Utena				
hCoV-19/France/IDF-HMN-21042190775/2021	EPI_ISL_1757704	2021-04-15	Europe / France / Ile-de-France				
hCoV-19/France/IDF-HMN-21042150351/2021	EPI_ISL_1757775	2021-04-12	Europe / France / Ile-de-France				
hCoV-19/DRC/RDC-05/2021	EPI_ISL_1758089	2021	Africa / Democratic Republic of the Congo / Kinshasa		TRUE		
hCoV-19/Lithuania/IBT-LSC-VU_r05_04/2021	EPI_ISL_1760006	2021-04-06	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/IBT-LSC-VU_r05_05/2021	EPI_ISL_1760007	2021-04-06	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/IBT-LSC-VU_r05_06/2021	EPI_ISL_1760008	2021-04-06	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/IBT-LSC-VU_r05_07/2021	EPI_ISL_1760009	2021-04-06	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/IBT-LSC-VU_r05_18/2021	EPI_ISL_1760020	2021-04-07	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/IBT-LSC-VU_r05_19/2021	EPI_ISL_1760021	2021-04-07	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/IBT-LSC-VU_r05_20/2021	EPI_ISL_1760022	2021-04-07	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/IBT-LSC-VU_r05_21/2021	EPI_ISL_1760023	2021-04-07	Europe / Lithuania / Utenos apskritis				
hCoV-19/Spain/CT-HUGTiPM012MJ6D1/2021	EPI_ISL_1761494	2021-03-26	Europe / Spain / Catalunya / Vilassar De Mar				
hCoV-19/Spain/CT-HUGTiPM012MJ6E1/2021	EPI_ISL_1761505	2021-03-31	Europe / Spain / Catalunya / Vilassar De Mar				
hCoV-19/Central African Republic/RCA-01/2021	EPI_ISL_1762052	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-02/2021	EPI_ISL_1762053	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-04/2021	EPI_ISL_1762054	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-06/2021	EPI_ISL_1762056	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-07/2021	EPI_ISL_1762057	2021	Africa / Central African Republic / Bangui				
hCoV-19/Central African Republic/RCA-08/2021	EPI_ISL_1762058	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-09/2021	EPI_ISL_1762059	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-11/2021	EPI_ISL_1762060	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-12/2021	EPI_ISL_1762061	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-14/2021	EPI_ISL_1762062	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-15/2021	EPI_ISL_1762063	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-16/2021	EPI_ISL_1762064	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-18/2021	EPI_ISL_1762065	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-19/2021	EPI_ISL_1762066	2021	Africa / Central African Republic / Bangui				
hCoV-19/Central African Republic/RCA-21/2021	EPI_ISL_1762067	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-22/2021	EPI_ISL_1762068	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-23/2021	EPI_ISL_1762069	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-24/2021	EPI_ISL_1762070	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-25/2021	EPI_ISL_1762071	2021	Africa / Central African Republic / Bangui				
hCoV-19/Central African Republic/RCA-28/2021	EPI_ISL_1762072	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-29/2021	EPI_ISL_1762073	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-30/2021	EPI_ISL_1762074	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-32/2021	EPI_ISL_1762075	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-34/2021	EPI_ISL_1762076	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-35/2021	EPI_ISL_1762077	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-36/2021	EPI_ISL_1762078	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-38/2021	EPI_ISL_1762080	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-39/2021	EPI_ISL_1762081	2021	Africa / Central African Republic / Bangui				
hCoV-19/Central African Republic/RCA-40/2021	EPI_ISL_1762082	2021	Africa / Central African Republic / Bangui				
hCoV-19/Central African Republic/RCA-41/2021	EPI_ISL_1762083	2021	Africa / Central African Republic / Bangui				
hCoV-19/Central African Republic/RCA-42/2021	EPI_ISL_1762084	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-44/2021	EPI_ISL_1762086	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-45/2021	EPI_ISL_1762087	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-46/2021	EPI_ISL_1762088	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-47/2021	EPI_ISL_1764144	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-48/2021	EPI_ISL_1764145	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Central African Republic/RCA-49/2021	EPI_ISL_1764146	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/Ireland/D-NVRL-t22IRL09214/2021	EPI_ISL_1785368	2021-04-08	Europe / Ireland / Dublin			TRUE	
hCoV-19/Central African Republic/RCA-31/2021	EPI_ISL_1788083	2021	Africa / Central African Republic / Bangui		TRUE		
hCoV-19/France/PDL-IPP09854/2021	EPI_ISL_1789037	2021-04-13	Europe / France / Pays de La Loire / Nantes				
hCoV-19/France/IDF-IPP10024/2021	EPI_ISL_1789089	2021-04-15	Europe / France / Ile-de-France / Pontoise				
hCoV-19/France/IDF-IPP10025/2021	EPI_ISL_1789090	2021-04-15	Europe / France / Ile-de-France / Pontoise				
hCoV-19/France/IDF-IPP10026/2021	EPI_ISL_1789091	2021-04-15	Europe / France / Ile-de-France / Pontoise				
hCoV-19/France/IDF-IPP10027/2021	EPI_ISL_1789092	2021-04-15	Europe / France / Ile-de-France / Pontoise				
hCoV-19/France/IDF-IPP10028/2021	EPI_ISL_1789093	2021-04-15	Europe / France / Ile-de-France / Pontoise				
hCoV-19/France/IDF-IPP10029/2021	EPI_ISL_1789094	2021-04-15	Europe / France / Ile-de-France / Pontoise				
hCoV-19/France/IDF-IPP10031/2021	EPI_ISL_1789095	2021-04-15	Europe / France / Ile-de-France / Pontoise				
hCoV-19/France/IDF-IPP10032/2021	EPI_ISL_1789096	2021-04-15	Europe / France / Ile-de-France / Pontoise				
hCoV-19/France/IDF-IPP10033/2021	EPI_ISL_1789097	2021-04-15	Europe / France / Ile-de-France / Pontoise				
hCoV-19/France/CVL-IPP10037/2021	EPI_ISL_1789100	2021-04-15	Europe / France / Centre Val de Loire / Orleans				
hCoV-19/Cameroun/Yaounde-21V-07104/2021	EPI_ISL_1790123	2021-02-10	Africa / Cameroon / Yaounde				
hCoV-19/USA/MD-HP04756/2021	EPI_ISL_1805832	2021-04-17	North America / USA / Maryland				
hCoV-19/Switzerland/BE-IFIK-938-9649/2021	EPI_ISL_1811302	2021-04-16	Europe / Switzerland / Bern				
hCoV-19/France/PAC-IHU-4495-N1/2021	EPI_ISL_1817033	2021-04-13	Europe / France / Provence-Alpes-Cote d'Azur / Marseille				
hCoV-19/France/IDF-IPP10030/2021	EPI_ISL_1821604	2021-04-15	Europe / France / Ile-De-France / Pontoise				
hCoV-19/Lithuania/S21D866/2021	EPI_ISL_1823196	2021-04-09	Europe / Lithuania / Vilnius				
hCoV-19/Lithuania/S21D878/2021	EPI_ISL_1823197	2021-04-05	Europe / Lithuania / Utena				
hCoV-19/Lithuania/S21D890/2021	EPI_ISL_1823198	2021-04-10	Europe / Lithuania / Utena				
hCoV-19/Lithuania/S21D910/2021	EPI_ISL_1823199	2021-04-12	Europe / Lithuania / Utena				
hCoV-19/Lithuania/S21D937/2021	EPI_ISL_1823200	2021-04-12	Europe / Lithuania / Vilnius				
hCoV-19/Lithuania/S21D949/2021	EPI_ISL_1823201	2021-04-08	Europe / Lithuania / Utena				
hCoV-19/Belgium/UGent-4966/2021	EPI_ISL_1827069	2021-04-03	Europe / Belgium / Ghent				
hCoV-19/Belgium/UGent-5440/2021	EPI_ISL_1827401	2021-04-11	Europe / Belgium / Ghent				
hCoV-19/Czech Republic/NRL_6277/2021	EPI_ISL_1828718	2021-04-15	Europe / Czech Republic / Brno				
hCoV-19/Switzerland/VD-CHUV-GEN4333/2021	EPI_ISL_1829052	2021-04-14	Europe / Switzerland / Vaud				
hCoV-19/Switzerland/VD-CHUV-GEN4508/2021	EPI_ISL_1829167	2021-04-20	Europe / Switzerland / Vaud				
hCoV-19/Germany/MV-RKI-I-097549/2021	EPI_ISL_1843903	2021-04-12	Europe / Germany / Mecklenburg-Western Pomerania				
hCoV-19/Germany/HB-RKI-I-097801/2021	EPI_ISL_1844130	2021-04-13	Europe / Germany / Bremen				
hCoV-19/Germany/HB-RKI-I-097950/2021	EPI_ISL_1844259	2021-04-17	Europe / Germany / Bremen				
hCoV-19/Germany/BY-RKI-I-099940/2021	EPI_ISL_1845707	2021-04-20	Europe / Germany / Bavaria				
hCoV-19/Germany/un-RKI-I-100101/2021	EPI_ISL_1845845	2021-04-05	Europe / Germany				
hCoV-19/Germany/un-RKI-I-100182/2021	EPI_ISL_1845921	2021-04-05	Europe / Germany				
hCoV-19/Germany/un-RKI-I-100187/2021	EPI_ISL_1845926	2021-04-05	Europe / Germany				
hCoV-19/Germany/un-RKI-I-101755/2021	EPI_ISL_1847168	2021-04-19	Europe / Germany				
hCoV-19/Germany/un-RKI-I-101764/2021	EPI_ISL_1847176	2021-04-19	Europe / Germany				
hCoV-19/Germany/BY-RKI-I-109211/2021	EPI_ISL_1852817	2021-04-24	Europe / Germany / Bavaria				
hCoV-19/Portugal/PT6926/2021	EPI_ISL_1854262	2021-04-18	Europe / Portugal				
hCoV-19/Lithuania/S21D1391/2021	EPI_ISL_1908649	2021-04-18	Europe / Lithuania / Utena				
hCoV-19/Lithuania/NMRVI67372/2021	EPI_ISL_1909844	2021-04-01	Europe / Lithuania / Vilniaus apskritis				
hCoV-19/Lithuania/NMRVI69042/2021	EPI_ISL_1909875	2021-04-03	Europe / Lithuania / Vilniaus apskritis				
hCoV-19/Lithuania/NMRVI63759/2021	EPI_ISL_1910043	2021-03-29	Europe / Lithuania / Vilniaus apskritis				
hCoV-19/Lithuania/NMRVI69214/2021	EPI_ISL_1910156	2021-04-03	Europe / Lithuania / Vilniaus apskritis				
hCoV-19/Lithuania/NMRVI69214/2021	EPI_ISL_1910341	2021-04-03	Europe / Lithuania / Vilniaus apskritis				
hCoV-19/Lithuania/MB25815/2021	EPI_ISL_1911429	2021-04-09	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/NMRVI77331/2021	EPI_ISL_1911899	2021-04-10	Europe / Lithuania / Vilniaus apskritis				
hCoV-19/Switzerland/BL-ETHZ-591306/2021	EPI_ISL_1914218	2021-04-21	Europe / Switzerland / Basel-Landschaft				
hCoV-19/Switzerland/VD-ETHZ-590720/2021	EPI_ISL_1914219	2021-04-21	Europe / Switzerland / Vaud				
hCoV-19/France/GES-IPP10411/2021	EPI_ISL_1915140	2021-04-16	Europe / France / Grand Est / Troyes				
hCoV-19/France/CVL-IPP10480/2021	EPI_ISL_1915177	2021-04-20	Europe / France / Centre Val de Loire / Orleans				
hCoV-19/Belgium/IPG-282/2021	EPI_ISL_1915592	2021-04-27	Europe / Belgium / Wallonie				
hCoV-19/Norway/09443/2021	EPI_ISL_1919296	2021-04-09	Europe / Norway / Viken				
hCoV-19/USA/MD-MDH-2148/2021	EPI_ISL_1936184	2021-04-19	North America / USA / Maryland				
hCoV-19/Switzerland/VD-CHUV-GEN4599/2021	EPI_ISL_1941702	2021-04-28	Europe / Switzerland / Vaud				
hCoV-19/Switzerland/VD-CHUV-GEN4647/2021	EPI_ISL_1941813	2021-04-26	Europe / Switzerland / Vaud				
hCoV-19/Lithuania/LTU000_MB27407/2021	EPI_ISL_1960165	2021-04-16	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/LTU000_MB26895/2021	EPI_ISL_1960181	2021-04-14	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/LTU000_MB26927/2021	EPI_ISL_1960198	2021-04-14	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/LTU000_MB26925/2021	EPI_ISL_1960606	2021-04-14	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/LTU000_MB26934/2021	EPI_ISL_1960607	2021-04-14	Europe / Lithuania / Utenos apskritis				
